ref,type,datasource,content
2,text,,"Die folgende Tabelle weist die Daten aus der Statistik zu Menschen mit Behinderung, die vom Landesamt für Gesundheit und Soziales jährlich erstellt wird, aus. Eine Bewertung der Daten ist aufgrund fehlender fachlicher Vorgaben derzeitig nicht möglich.<br>"
2,table,tab_09,
3,titel,,3.1 Einordnung in die gesamtstädtische Sozialberichterstattung<br>
3,titel-sm,,"KID F1-F5, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_10,                                                                             
3,titel-sm,,Ausschnitt BZR 070404 MSS 2015. Quelle: SenStadtWohn
3,text,,<img src="data/images/070404_Abb_11.jpg" alt="Ausschnitt aus MSS 2015 (Bezirksregion Tempelhof)" height="auto" width="100%">
3,text,,"Status-Index überwiegend mittel<br>- Die Bezirksregion Tempelhof wurde im Monitoring Soziale Stadtentwicklung 2015 mit dem Status-Index mittel und dem Dynamik-Index stabil zugeordnet. Die gleiche Zuordnung lag auch schon im MSS 2013 vor. <br>- Die einzige Ausnahme in der Bezirksregion stellt der Planungsraum Germaniagarten dar, in dem der Status-Index im Bereich sehr niedrig liegt."
3,titel,,3.2 Erwerbstätigkeit und Arbeitslosigkeit
3,titel-sm,,"KID D1 und D2, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_11,
3,titel-sm,,KID D2. Stand: 31.12.2015. Quelle: AfS
3,map-pr,Abb_12,
3,text,,"Arbeitslosigkeit erhöht<br>Ist-Stand: In der BZR Tempelhof liegt ein höherer Anteil an Arbeitslosen an den EW im Erwerbsalter vor als im Bezirk und im Land Berlin. Der Anteil der sozialversicherungspflichtig Beschäftigten ist etwas höher als im Bezirk.<br>Veränderung: Der Anteil der sozialversicherungspflichtig Beschäftigten ist in der BZR in den vergangenen fünf Jahren gestiegen. Der Anteil der Arbeitslosen hat sich geringfügig verringert.<br>Der PLR Germaniagarten fällt durch einen auffallend hohen Indikatorwert auf (höchster Wert der PLR im Bezirk). Aber auch die PLR Lindenhofsiedlung, Manteuffelstraße und Rathaus Tempelhof weisen erhöhte Anteile an arbeitslosen Personen auf.<br>"
3,titel,,3.3 Transferleistungsabhängigkeit
3,titel-sm,,"KID D4, D4+, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_12,
3,titel-sm,,"KID D4, Stand: 31.12.2015. Quelle: AfS"
3,map-pr,Abb_13,
3,text,,Armutsrisiko erhöht<br>Ist-Zustand: Die Anteile der Personen in SGB II und der Leistungsberechtigten an den Einwohner_innen unter 65 J. sind in der Bezirksregion höher als im Bezirk und im Land Berlin. Im bezirklichen Vergleich liegen die Indikatorwerte im Bereich der Aufmerksamkeitsstufe 2.<br>Veränderung: aus methodischen Gründen ist der Vergleich zum Stand fünf Jahre zuvor zurzeit nicht möglich.<br>Der PLR Germaniagarten fällt durch einen besonders hohen Anteil auf. Aber auch der PLR Rathaus Tempelhof weist einen vergleichsweise hohen Anteilswert auf.<br>
3,titel,,3.4 Soziale Situation von Kindern und Jugendlichen
3,titel-sm,,"KID D3, D5, E7, E8, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_13,
3,text,,"Kinder- und Jugendarmut zählen zu den drängenden Problemen<br>Ist-Zustand: In der Bezirksregion Tempelhof ist der Anteil der Kinder und Jugendlichen im Transferleistungsbezug im Vergleich zum Bezirk erhöht (Aufmerksamkeitsstufe 2). Die Jugendarbeitslosigkeit weicht vom bezirklichen Durchschnitt leicht ab. Alleinerziehende tragen – und dies gilt bundesweit – aus mehreren Gründen das höchste Armutsrisiko. Von allen Bedarfsgemeinschaften mit Kindern nach SGB II sind in Tempelhof 52,5% alleinerziehend.<br>Veränderung: Der Anteil an Jugendarbeitslosigkeit ist in den vergangenen fünf Jahren in der Bezirksregion gesunken. Der Anteil an Kindern und Jugendlichen mit Hilfen zu Erziehung ist in den letzten fünf Jahren in der Bezirksregion leicht gestiegen.<br>"
3,titel-sm,,"KID D5, Stand: 31.12.2015. Quelle: AfS"
3,map-pr,Abb_14,
3,text,,Der Indikatorwert für Kinder und Jugendliche in Bedarfsgemeinschaften nach SGB II zeigt im PLR Germaniagarten einen auffallend hohen Wert.         <br>Auch in den PLR Lindenhofsiedlung und Rathaus Tempelhof ist der Anteilswert deutlich erhöht.<br>
3,titel-sm,,"KID D3, Stand: 31.12.2015. Quelle: AfS"
3,map-pr,Abb_15,
3,text,,"Kommentar Jungendamt: In den PLR Manteuffelstraße und Rathaus Tempelhof liegt die Kinderarmut (SGB II Bezug bei den unter 15-Jährigen) von annähernd 40 % deutlich über dem bezirklichen Durchschnitt. Gleichzeitig handelt es sich um verhältnismäßig einwohnerstarke Planungsräume, so dass eine integrierte Handlungsstrategie für diese Gebiete empfohlen wird.<br>"
3,titel,,3.5 Soziale Situation von Senior_innen
3,titel-sm,,"KID D6, Stand: 31.12.2015. Quelle: AfS"
3,map-pr,Abb_16,
3,text,,"Der Anteil der Personen, die Leistungen der Grundsicherung im Alter nach SGB XII empfangen, an den Einwohner_innen im Alter über 65 Jahren ist im PLR Germaniagarten auffallend hoch. Die PLR Manteuffelstraße und Lindenhofsiedlung weisen leicht erhöhte Anteilswerte auf.<br>"
4,titel,,4.1 Vorschulische Bildung
4,titel-sm,,"KID A6, Stand: 31.12.2015; KID E1, E4, Stand: 2010-2012. Quelle: AfS<br>"
4,table,tab_15,
4,text,,"Leicht erhöhte Anteile mit Sprachdefiziten, geringerer Versorgungsanteil<br>Ist-Zustand: Im bezirklichen Vergleich ist der Anteil der Einschüler_innen mit Sprachdefiziten leicht erhöht. Der Anteil der Kinder mit einer Kitabesuchsdauer über 2 Jahren liegt im durchschnittlichen Bereich. Der Betreuungsanteil liegt aber unter dem bezirklichen und gesamtstädtischen Vergleichswerten.<br>Veränderung: Der Betreuungsanteil der Kinder in öffentlich geförderter Kindertagesbetreuung ist in der BZR Tempelhof in den vergangenen fünf Jahren gesunken.<br>"
4,titel,,4.2 Schulische Bildung
4,titel-sm,,"KID E5, E6. Stand: 2015/2016. Quelle: AfS"
4,table,tab_16,
4,text,,"Mehr als die Hälfte der Schüler_innen nicht deutscher Herkunftssprache     <br>Ist-Zustand: Der Anteil der Schüler_innen nicht deutscher Herkunftssprache liegt über dem fachlichen Grenzwert von 40%, mehr als jede_r Zweit_e weist an den öffentlichen Grundschulen in der BZR Tempelhof dieses Merkmal auf. Auch der Anteil der Schüler_innen mit Lernmittelkostenbefreiung liegt über dem fachlichen Grenzwert von 40%. <br>Veränderung: Der Anstieg des Anteils von Schüler_innen nicht deutscher Herkunftssprache in den vergangenen fünf Jahren ist in der BZR Tempelhof klar erkennbar, ebenso ein Ansteigen des Anteils der lernmittelkostenbefreiten Schüler_innen ist in den vergangenen fünf Jahren deutlich gestiegen.<br>"
5,titel,,5.1 Ergebnisse aus der bezirklichen Gesundheitsberichterstattung
5,titel-sm,,"Daten der Einschulungsuntersuchung 2016. Quelle: SenGPG, Grundauswertung ESU 2016"
5,table,tab_17,
5,text,,"Kommentar Gesundheitsamt: Nur der Anteil der Kinder mit einer dokumentierten U8 und der Anteil der übergewichtigen Kinder liegt beim Vergleich der Bezirksregionen auf dem jeweiligen Rang 2. Alle übrigen Indikatoren führen zu höheren Rangplätzen, insbesondere bei Kindern mit 2 Impfdosen gegen Masern (7) und beim Anteil der Kinder mit unversorgten Zähnen (6).<br><br>"
5,titel,,5.2 Gesundheitliche Situation von Kindern und Jugendlichen
5,titel-sm,,"KID E2, E3, Stand: 2010-2012. Quelle: AfS"
5,table,tab_18,
5,text,,motorische Defizite erhöht<br>Ist-Stand: Die Anteile an Kindern mit Übergewicht an den Einschüler_innen sind in der BZR Tempelhof etwas unter dem bezirklichen Vergleichswert. Der Anteil der Kinder mit motorischen Defiziten ist deutlich höher als im Bezirk oder im Land Berlin.<br>Veränderung: Es liegen keine vergleichbaren Daten zum Stand vor fünf Jahren vor.<br>
6,titel-sm,,Ausschnitt 070404 Einzelhandels- und Zentrenkonzept. Quelle: BA-TS
6,text,,<img src="data/images/070404_Abb_17.jpg" alt="Ausschnitt aus der Karte zum Einzelhandels- und Zentrenkonzept" height="auto" width="100%">
6,text,,"Die Einzelhandelsstruktur im Prognoseraum Tempelhof wird zum einen durch zwei zentrale Versorgungsbereiche, das Stadtteilzentrum Tempelhofer Damm und das Nahversorgungs-zentrum Platz der Luftbrücke und zum anderen durch die Fachmarktagglomeration Alboin-straße geprägt.<br>Außerhalb dieser drei Versorgungsstandorte weist die Einzelhandelsstruktur eine Vielzahl von Lebensmittelanbietern auf. Dabei handelt es sich zu einem überwiegenden Anteil um Lebensmitteldiscounter. Die größten Lebensmittelmärkte an Standorten außerhalb zentraler Versorgungsbereiche sind zwei SB-Warenhäuser, Kaufland an der Bessemerstraße in wohnsiedlungsräumlich nicht-integrierte Lage und Kaufland in der Schöneberger Straße in wohnsiedlungsräumlich integrierter Lage. <br>Daneben sind zwei Baumarktstandorte im südwestlichen Bereich des Prognoseraumes Tempelhof (Hellweg, Attilastraße) und im südöstlichen Bereich (B1-Baumarkt, Teilestraße) als ergänzende Standorte des nicht-zentrenrelevanten Einzelhandels als strukturprägend hervorzuheben. Während der Standort des Hellweg-Baumarktes an der Attilastraße den Standortanforderungen an einen überbezirklichen Fachmarkstandort entspricht (außerhalb EpB-Gebiet, gute Anbindung an das ÖPNV-Netz, Erreichbarkeit für Kfz sowie Nähe zu verdichteten Wohnsiedlungsbereichen) gilt dies nicht für den Standort des B1-Baumarktes an der Teilestraße. Lediglich die Verkaufsflächengröße würde der eines übergeordneten Fachmarktstandortes entsprechen, darüber hinaus liegt er in einem EpB-Gebiet, welches keinen Bezug zu Wohngebieten aufweist. Die verkehrliche Anbindung des Standortes (ÖPNV und IV) ist grundsätzlich gegeben. (Auszug bezirkliches Einzelhandels- und Zentrenkonzept) <br>Die bezirkliche Wirtschaftsförderung hat über einen Zeitraum von über 10 Jahren mit den unterschiedlichsten Förderprogrammen und Akteuren eine Belebung des Tempelhofer Damms versucht. Ein nachhaltiger Erfolg hat sich bislang nicht eingestellt. Aufgrund der Gewerbestruktur (kleinteiliger Einzelhandel) ist nach Ende der Förderung die mühsam aufgebaute Einzelhändlergemeinschaft stets wieder zerfallen. Es zeigte sich im Laufe der Jahre, dass es hierfür ein dauerhaft tätiger „Kümmerer“ benötigt wird, der die Nachhaltigkeit der im Rahmen von Förderung erreichten Entwicklung ermöglicht. Seit wenigen Jahren gibt es wieder eine sehr engagierte Unternehmer-Initiative am Tempelhofer Damm, die sich für den Standort einsetzt und versucht, die Gründung einer Standortinitiative (BID) zu initiieren.  <br>Kommentar Wirtschaftsförderung: Die im Gebiet liegenden Gewerbeflächen / Unternehmen sind zum Teil in Netzwerken engagiert (Netzwerk Südkreuz). Der Einzelhandel am Tempelhofer Damm benötigt weiterhin Unterstützung, die Unternehmer-Initiative ist ein erster Schritt in die richtige Richtung. Einen positiven Beitrag könnte in den nächsten Jahren das angestrebte Stadtumbau-Gebiet „Neue Mitte Tempelhof“ leisten. Das Gewerbegebiet Teltowkanal, welches bis in den Nachbarbezirk hineinreicht, verfügt bislang über keine Netzwerk-Strukturen.<br>Die Bezirksregion Tempelhof gehört gem. Stadtentwicklungsplan Industrie und Gewerbe zum Stadtraum Süd-West. In der BZR Tempelhof liegen Teilbereiche der Gebiete Schöneberg (EpB-Gebiet 21) und Teltowkanal (EpB-Gebiet 22).Nach der Entscheidung zur Nichtbebauung des Tempelhofer Feldes, sind die seinerzeit im Stadtentwicklungsplan Industrie und Gewerbe enthaltenen Nutzungsvorstellungen obsolet.<br>"
6,titel-sm,,Ausschnitt 070404 STEP Industrie und Gewerbe. Quelle: Geoportal Berlin
6,text,,<img src="data/images/070404_Abb_18" alt="Auszug Step Industrie und Gewerbe" height="auto" width="100%">
7,titel,,7.1 Wohnlage und Wohndauer
7,titel-sm,,"KID A1, A2, A3 & C1, Stand: 31.12.2015. Quelle: AfS"
7,table,tab_19,
7,map-pr,Abb_19,
7,text,,"Mittlere Wohnlage dominiert<br>Ist-Stand: In der Bezirksregion Tempelhof wohnt der wesentliche Anteil der Einwohner_innen in der mittleren Wohnlage. Der Anteil der Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse ist in der BZR geringer als im Bezirk (Aufmerksamkeitsstufe 2) aber etwas höher als im Land Berlin.        <br>Veränderung: Die Anteile der Einwohner_innen in der einfachen und mittleren Wohnlage haben sich in den vergangenen Jahren nur leicht verändert. Der Anteil der Einwohner_innen in einfacher Wohnlage ist gestiegen, die Anteile der Einwohner_innen in der mittleren und guten Wohnlage etwas gesunken. Der Anteil der Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse hat sich in der Bezirksregion in den vergangenen fünf Jahren erhöht.<br>"
7,titel,,7.2 Wohnbebauung
7,titel-sm,,"Relation landeseigene Wohnungen/Wohnungen insgesamt in %. Stand: 31.12.2015. Quellen: PRISMA, AfS, eigene Berechnung"
7,text,,"Gemischte Bebauung<br>Die Wohnbebauung in der BZR Tempelhof ist gemischt. Rund 70% der Wohngebäude beinhalten drei und mehr Wohnungen. In den Planungsräumen Neu-Tempelhof und Marienhöhe ist der Anteil der Wohngebäude mit einer oder zwei Wohnungen deutlich höher als in den anderen Planungsräumen in der BZR Tempelhof.·        <br>Der Großteil der Wohngebäude in der Bezirksregion Tempelhof wird der Bauweise gereihtes Haus zugeordnet. Die Wohngebäude in der BZR Tempelhof wurden zu mehr als der Hälfte vor 1950 erbaut. ·        <br>Insgesamt befinden sich in der BZR Tempelhof 33.969 Wohnungen, hiervon sind 4.347 Wohnungen im Landeseigentum. Den größten Anteil mit 3.177 Wohnungen an den landeseigenen Wohnungen hat STADT  UND LAND, die degewo verfügt in der BZR über 1.079 Wohnungen, die Gewobag über 63 Wohnungen und die Howoge über 28 Wohnungen. Die landeseigenen Wohnungen liegen in den Planungsräumen Neu-Tempelhof (3.058 Wohnungen), Manteuffelstraße (1.046 Wohnungen) und Rathaus Tempelhof (243 Wohnungen)."
7,titel,,7.3 Städtebauliche Entwicklung
7,titel-sm,,"Wohnungsbaupotentiale BZR 070404. Quelle: Wofis, bearbeitet SPK DK"
7,text,,<img src="data/images/070404_Abb_21.jpg" alt="Darstellung Wohnungsbaupotentiale in BZR Tempelhof (aus WoFis)" height="auto" width="100%">
7,text,,"In der BZR Tempelhof wurde das Quartier Neue Freiheit am Columbiadamm und das Stadtquartier Friesenstraße errichtet, hierdurch konnten fast 300 Wohnungen realisiert werden. Durch zwei weitere Projekte in der Borussiastraße und in der Friedrich-Karl-Straße werden gegenwärtig weitere rund 100 Wohnungen in der Bezirksregion gebaut. <br>An der Bessemerstraße ist Planungsrecht für ca. 450 Wohnungen geschaffen worden, so dass eine sofortige Verfügbarkeit gegeben ist.<br>Eine kurzfristige Umsetzbarkeit ist im Bereich Lindenhofsiedlung mit ca. 100 Wohneinheiten gegeben. Außerdem ermöglichen Lückenschlüsse am Tempelhofer Damm und Alt-Tempelhof den Bau von rund 70 neuen Wohnungen. Langfristig nutzbare Potentialflächen in der Bezirksregion sind auf dem ehemalige Kasernengelände an der General-Pape-Straße zu finden, wobei ein Konflikt mit den derzeit im Wesentlichen gewerblich genutzten Flächen besteht. <br>Langfristig soll im Gebiet rund um das Rathaus Tempelhof ein neues Quartier entwickelt werden. Die seit Herbst 2016 laufenden vorbereitenden Untersuchungen für das Quartier um das Rathaus Tempelhof werden bis zum Jahresende 2017 abgeschlossen. Das Vorhaben „Neue Mitte Tempelhof“ zielt darauf ab, durch eine städtebauliche Neuordnung landeseigener Flächen am Tempelhofer Damm und der Götzstraße das Zentrum des Ortsteils Tempelhof funktional und gestalterisch aufzuwerten. Dem umfangreichen Erneuerungs- und Erweiterungsbedarf der öffentlichen Infrastrukturangebote: Bezirkszentralbibliothek, Rathaus Tempelhof, Stadtbad und Polizeiabschnitt 44 wird durch eine teilweise Verlagerung und Neu- bzw. Erweiterungsbauten begegnet. Gleichzeitig sollen auf der dadurch frei werdenden Fläche an der Götzstraße ca. 500 Wohnungen in zentraler, hoch erschlossenen Lage vorwiegend durch städtische Wohnungsunternehmen errichtet werden.<br>Die schon seit mehreren Jahren brach liegende Fläche des ehemaligen Güterbahnhofs Tempelhof soll weiterhin für ein Citylogistikzentrum mit Umschlag Straße / Schiene vorgehalten werden.Als Ergebnis des Volksentscheids im Jahre 2014 wird auf dem Tempelhofer Feld keine Wohnbebauung stattfinden. Im Rahmen des Entwicklungs- und Pflegeplans zum Tempelhofer Feld wurden Leitlinien erarbeitet, nach denen die Schwerpunkte der Entwicklung insbesondere die Maßnahmen zum Schutz der wertvollen Wiesenlandschaft, die Erlebbarkeit der Geschichte und die qualifizierte Entwicklung von Erholung, Freizeit und Sport an den Rändern des Tempelhofer Feldes sind.<br>"
7,titel,,7.4 Erhaltungsverordnungen
7,titel,,7.4.1 Gartenstadt Neu-Tempelhof
7,text,,Verordnung über die Erhaltung baulicher Anlagen und der städtebaulichen Eigenart des Gebietes "Neu-Tempelhof" im Bezirk Tempelhof von Berlin vom 29.08.1991 Weitere Informationen | BZR Tempelhof | Gebiet in PLR 07040401<br>
7,titel,,7.4.2 Wolframsiedlung
7,text,,Verordnung über die Erhaltung baulicher Anlagen und der städtebaulichen Eigenart des Gebietes Wolframsiedlung im Bezirk Tempelhof von Berlin vom 06.09.2000 | BZR Tempelhof | Gebiet im PLR 07040404<br>
7,titel,,7.4.3 Verdachtsgebiet Tempelhof
7,text,,"Soweit in vertiefenden Untersuchungen nachgewiesen wird, dass die Voraussetzungen für „Soziale Erhaltungsverordnungen“ (Milieuschutz) in diesem Gebieten vorliegen, wird eine entsprechende Rechtsverordnung erlassen."
8,titel-sm,,Ausschnitt Übersichtskarte Erhaltungsverordnungen. Quelle: Stapl 201
8,text,,<img src="data/images/070404_Abb_22.jpg" alt="Darstellung Gebiete mit Erhaltungsverordnungen in BZR Tempelhof" height="auto" width="100%">
8,titel,,"8.1 Einrichtungen zur Bildung, Betreuung und Förderung von Kindern und Jugendlichen"
8,titel-sm,,"Kindertagesbetreuung, Schulen und Jugendfreizeitstätten BZR 070404. Quellen: PRISMA/BK20"
8,text,,<img src="data/images/070404_Abb_23.jpg" alt="" height="auto" width="100%">
8,titel,,8.1.1 Kindertagesstätten
8,titel-sm,,"öff. geförderte Kindertagesstätten BZR 070404, Stand: 03/2017. Quelle: ISBJ, JUG BA-TS"
8,table,tab_20,
8,text,,"Versorgung Kindertagesbetreuung        <br>In der BZR Tempelhof befinden sich zum Stand 03/2017 53 Kindertagesstätten mit 2.626 Plätzen, sowie 214 Plätze in Kindertagespflegestellen. Insgesamt stehen 2.840 Betreuungsplätze zur Verfügung.<br>"
8,titel,,8.1.2 Schulen und schulbezogene Einrichtungen
8,titel-sm,,"Öffentliche und private Schulen BZR 070404, Stand: 2015/2016. Quelle: SenBJW, 2015"
8,table,tab_21,
8,text,,"Berufliche Schulen<br>In der BZR Tempelhof befindet sich das Oberstufenzentrum Logistik, Touristik und Steuern (OSZ LOTIS), das aus dem 1979 gegründeten OSZ Verkehr hervorgegangen ist.<br>"
8,titel,,8.1.3 Kinder- und Jugendfreizeiteinrichtungen
8,titel-sm,,"KID A7, Stand: 31.12.2015. Quelle: AfS"
8,table,tab_22,
8,text,,"Unterausstattung Freizeiteinrichtungen·        <br>In der BZR Tempelhof liegen rechnerisch nur 4,7 Plätze je 100 Einwohner_innen im Alter von 6 bis unter 25 Jahren in öffentlich geförderten Freizeiteinrichtungen für Kinder und Jugendliche vor. <br>Dieser Versorgungswert liegt unter dem bezirklichen Durchschnitt und weit entfernt vom fachlichen Richtwert (11,4 Plätze/100 EW 6 < 25 J.). <br>Gemäß Versorgungsanalyse Sen BJW lag der Versorgungsgrad zum 31.12.2015 bei 4,66 Plätzen/100 EW im Alter von 6 bis unter 25 Jahren. Das Platzminus lag bei 719 Plätzen. "
8,titel-sm,,Kinder- und Jugendfreizeiteinrichtungen BZR 070404. Stand: 05/2016. Quelle: PRISMA
8,table,tab_23,
8,titel,,8.2 Einrichtungen für Senior_innen
8,titel-sm,,Seniorenfreizeitstätten BZR 070404. Quelle: Sozialamt BA-TS
8,table,tab_24,
8,text,,Kommentar Sozialamt:  SFS Mireille Mathieu: Einrichtung mit Gruppen- und Internetraum.<br>AWO Spukvilla: Angebote vorwiegend für ältere Senior_innen<br>Nachbarschaftstreffpunkt Berliner Bär: Generationenübergreifende Angebote mit Schwerpunkt Senior_innen  – an der Grenze zu Neukölln <br>
8,titel,,8.3 Einrichtungen für besondere Zielgruppen
8,titel-sm,,Einrichtungen für besondere Zielgruppen BZR 070404. Quelle: Abfrage Fachbereich BA-TS
8,table,tab_25,
8,titel,,8.4 Einrichtungen der Stadtteilarbeit / zielgruppenübergreifend arbeitende Einrichtungen
8,titel-sm,,Familienzentren BZR 070404. Quelle: Sozialamt BA-TS
8,table,tab_26,
8,titel,,8.5 Kultur- und Weiterbildungseinrichtungen
8,titel,,8.5.1 Lehrorte der Volkshochschule
8,text,,"Die Volkshochschule verfügt über kein eigenes Gebäude in der BZR Tempelhof, sondern nutzt Räume in Schulen und Freizeit-/Nachbarschaftseinrichtungen. Die Verfügbarkeit dieser Räume hängt von der Auslastung durch die Hauptnutzung ab.<br>"
8,titel,,8.5.2 Lehrräume der Musikschuile
8,text,,"Die Musikschule verfügt über kein eigenes Gebäude in der BZR Tempelhof, sondern nutzt Räume in Schulen und Freizeit-/Nachbarschaftseinrichtungen. Die Verfügbarkeit dieser Räume hängt von der Auslastung durch die Hauptnutzung ab."
8,titel,,8.5.3 Bibliotheken
8,text,,"In der BZR Tempelhof liegt die Bezirkszentralbibliothek, Götzstraße 8, 12099 Berlin. Von hier aus wird auch der Bücherbus eingesetzt.<br>"
8,titel,,8.6 Gesundheitseinrichtungen
8,titel,,8.6.1 Krankenhäuser
8,titel-sm,,Kränkenhäuser BZR 070404
8,table,tab_27,
8,titel,,8.6.2 Gesundheitseinrichtungen
8,titel-sm,,"Gesundheitseinrichtungen BZR 070404. Quelle: QPK, BA-TS"
8,table,tab_28,
8,titel,,8.6.3 Psychiatrie und Sucht
8,titel-sm,,"Einrichtungen Psychiatrie und Suchthilfe BZR 070404. Quelle: QPK, BA-TS"
8,table,tab_29,
8,titel,,8.7 Sporteinrichtungen
8,titel-sm,,
8,text,,"<img src="data/images/070404_Abb_24.jpg" alt="gedeckte und ungedeckte Sportanlagen BZR 070404. Stand: 31.12.2015. Quelle: PRISMA, SenSport" height="auto" width="100%">"
8,titel-sm,,"Sportanlagen (gedeckt und ungedeckt) BZR 070404. Quelle: SenInSport, PRISMA"
8,table,tab_30,
8,text,,"Gemäß der Versorgungsanalyse der Sportflächen, die von der Senatsverwaltung für Inneres und Sport im Rahmen der Erstellung der sozialen Infrastrukturkonzepte (SIKO) bereitgestellt wurde, liegt in der BZR Tempelhof eine massive Unterversorgung mit gedeckten und ungedeckten Sportflächen vor."
8,titel-sm,,"Versorgungsanalyse BZR 070404 Sportflächen, Stand: 31.12.2015. Quelle: SenInSport"
8,table,tab_31,
8,titel,,8.8 Weitere Einrichtungen
8,titel-sm,,Weitere Einrichtungen BZR 070404. Quelle: SPK DK
8,table,tab_32,
9,titel-sm,,"Grünflächen, Spielplätze, Friedhöfe und Kleingärten BZR 070404, Stand: 31.12.2015. Quelle: PRISMA, ESRI, BK20"
9,text,,<img src="data/images/070404_Abb_25.jpg" alt="" height="auto" width="100%">
9,text,,In der BZR Tempelhof liegen folgende Schutzgebiete nach Naturschutzrecht:    <br>- Landschaftsschutzgebiet Schöneberger Südgelände (LSG-08)<br>- Naturdenkmal Blanke Helle (ND-16)<br>- Naturdenkmal Francketeich (ND-19)<br>- Naturdenkmal Krummer Pfuhl (ND-24) <br>- Naturdenkmal Wilhelmsteich (ND-25)<br>- Naturschutzgebiet Schöneberger Südgelände (NSG-31)<br>
9,titel,,9.1 Grün- und Freiflächen
9,titel-sm,,"KID A4, Stand: 31.12.2015. Quelle: AfS"
9,table,tab_33,
9,text,,"- Ist-Stand: Die Versorgung mit öffentlichen Grünflächen liegt bei 48,4 m²/EW.<br>- In der BZR Tempelhof sind 33 öffentliche Grünanlagen vorhanden.<br>- In der Bezirksregion befinden sich zu dem 28 Kleingartenkolonien mit insgesamt 1.450 Parzellen auf einer Gesamtfläche von 511.345m².<br>- In der BZR Tempelhof liegen 20,4% der Kleingartenparzellen des Bezirks auf 21,4% der durch Kleingärten genutzten Fläche des Bezirks.<br>"
9,titel-sm,,Grünanlagenbestand BZR 070404. Stand: 07/2016. Quelle: Geoportal Berlin
9,table,tab_34,
9,text,,"In der Analyse zur Versorgungssituation soziale und grüne Infrastruktur (SenStadtUm) 2013 wurde für die BZR Tempelhof ein Ist-Versorgungsgrad mit wohnungsnahen Grünflächen von 5,3 m²/EW angegeben (Richtwert 6 m² öffentliche wohnungsnahe Grünfläche pro EW). Mit einer absoluten Fläche von 320.053 m² bestand in der BZR Tempelhof ein Versorgungsdefizit von 44.573 m² wohnungsnaher Grünflächen. Seit 2013 ist die Einwohnerzahl in Tempelhof um 3.852 Personen gestiegen.<br>Die Angaben zu den wohnungsnahen Grünflächen stimmen nicht mit den oben genannten Angaben zu Grünflächen überein. Eine Aktualisierung der Versorgungsanalyse wird gegenwärtig erarbeitet."
9,titel-sm,,Kleingartenkolonien BZR 070404. Quelle: Geoportal Berlin
9,table,tab_35,
9,text,,"In der BZR Tempelhof liegen mit 1.450 Parzellen 20,4% der Kleingartenparzellen des Bezirks auf 21,4% (511.345m²) der durch Kleingärten genutzten Fläche des Bezirks."
9,titel,,9.2. Spielplätze
9,titel-sm,,"KID A5, Stand: 31.12.2015. Quelle: AfS"
9,table,tab_36,
9,text,,"Ist-Stand: In der BZR Tempelhof gibt es 27 öffentliche Spielplätze. <br>Mit 0,6 m²/EW liegt der Wert der Bezirksregion unter dem für den Bezirk und auch unter dem für Berlin. Die Forderung nach dem Kinderspielplatzgesetz von 1m²/EW wird nicht erfüllt. <br>"
9,titel-sm,,"öffentliche Spielplätze BZR 070404, Stand: 25.07.2016. Quelle: Geoportal Berlin"
9,table,tab_37,
9,titel,,9.3 Öffentlicher Raum
9,titel-sm,,"KID A8, Stand: 2015. Quelle: AfS"
9,table,tab_38,
9,text,,"Kiezbezogene Straftaten höher als im Bezirk<br>- Ist-Stand: Auf 100.000 Einwohner_innen hochgerechnet ist in der Bezirksregion Tempelhof die Häufigkeitsziffer der kiezbezogenen Straftaten höher als im Bezirk und geringer als im Land Berlin. <br>- Veränderung: Die Häufigkeitsziffer der kiezbezogenen Straftaten hat in der BZR Tempelhof in den vergangenen fünf Jahren etwas abgenommen.<br>- Im Kriminalitätsatlas 2015 weist die BZR Tempelhof zu keiner aufgeführten Straftat auffallend hohe Häufigkeitszahlen auf. Im Vergleich zu den anderen Bezirksregionen ist eine etwas erhöhte Häufigkeitszahl für Körperverletzung, Nachstellung und Bedrohung, Diebstahl, Diebstahl von und aus Kraftwagen festzustellen.<br>"
9,titel-sm,,"KID A8, Stand: 2015. Quelle: AfS"
9,titel-sm,,Kiezbezogene Straftaten je 100.000 Einwohner_innen
9,map-pr,Abb_26,
10,titel,,10.1 Erschließung durch den ÖPNV
